GLOBALEVENTID,MentionSourceName,Confidence,MentionDocTone
735664331,iheart.com,30,-3.88059701492538
735664331,iheart.com,30,-3.91566265060241
735664331,indiatimes.com,40,-3.22580645161291
735664331,msn.com,40,1.67464114832536
735664331,msn.com,40,-3.32749562171629
735664331,nbcnews.com,10,-0.79185520361991
735664331,nbcnews.com,20,-2.66666666666667
735664331,nbcnews.com,40,-4.6285018270402
735664331,nbcnews.com,50,2.05540661304736
735664331,nzherald.co.nz,20,-3.18257956448911
735664331,reuters.com,30,-3.85852090032155
735664331,reuters.com,30,-3.97350993377483
735664331,reuters.com,40,-2.67022696929239
735664331,reuters.com,40,-2.67737617135207
735664331,reuters.com,40,-3.84
735664331,reuters.com,40,-3.86473429951691
735664331,sfgate.com,20,-0.70422535211268
735664331,sfgate.com,20,-0.70921985815603
735664331,sfgate.com,20,-4.08719346049046
735664331,sfgate.com,40,-2.5
735664331,sfgate.com,70,-1.24688279301746
735664331,thenews.com.pk,70,-2.53036437246964
735664331,yahoo.com,10,-0.42643923240938
735664365,business-standard.com,10,-2.83505154639176
735664365,business-standard.com,20,-5.4249547920434
735664365,business-standard.com,40,0.35398230088495
735664365,chron.com,10,-1.74603174603174
735664365,dailymail.co.uk,10,-1.84757505773672
735664365,focus-news.net,100,-1.82470834579719
735664365,focus-news.net,100,-1.83238209672575
735664365,msn.com,20,-3.32749562171629
735664365,nzherald.co.nz,10,-1.51975683890577
735664365,nzherald.co.nz,10,-1.95488721804511
735664365,nzherald.co.nz,10,-2.23880597014925
735664365,reuters.com,10,-2.67022696929239
735664365,reuters.com,10,-2.67737617135207
735664365,reuters.com,20,-5.52486187845304
735664365,reuters.com,20,-5.53505535055351
735664365,reuters.com,20,-5.56586270871986
735664365,reuters.com,40,-2.10674157303371
735664365,reuters.com,40,-2.24719101123596
735664365,sfgate.com,10,-1.74603174603174
735664365,yahoo.com,10,-1.8539976825029
735664365,yahoo.com,10,2.47349823321555
735664365,yahoo.com,10,-2.6578073089701
735664365,yahoo.com,20,-2.19298245614035
735664365,yahoo.com,20,-5.35714285714286
735664365,yahoo.com,20,-5.3956834532374
735664365,yahoo.com,20,-5.4249547920434
735664365,yahoo.com,40,0.94235033259424
735664365,yahoo.com,80,-0.42643923240938
735664385,chron.com,40,-0.35460992907802
735664385,chron.com,40,-0.6872852233677
735664385,dailymail.co.uk,20,-2.2038567493113
735664385,dailymail.co.uk,40,-0.68027210884354
735664385,msn.com,50,-2.01612903225807
735664385,nbcnews.com,20,-4.7438330170778
735664385,nbcnews.com,80,-0.63846767757383
735664385,nzherald.co.nz,40,-0.91185410334346
735664385,sfgate.com,40,-0.35460992907802
735664397,alufuqnews.com,80,1.37404580152672
735664397,business-standard.com,40,-1.89125295508274
735664397,chron.com,40,1.78117048346056
735664397,dailymail.co.uk,20,-1.3986013986014
735664397,dailymail.co.uk,20,-1.8840579710145
735664397,focus-news.net,100,-2.91033036182486
735664397,focus-news.net,80,-2.76188106494153
735664397,focus-news.net,80,-2.937576499388
735664397,msn.com,20,-0.8130081300813
735664397,msn.com,40,-0.47846889952153
735664397,msn.com,40,-1.54015401540154
735664397,msn.com,60,-2.06611570247934
735664397,msn.com,60,-2.07325501036627
735664397,nbcnews.com,10,2.05540661304736
735664397,nbcnews.com,40,-1.88976377952756
735664397,nbcnews.com,80,-4.23728813559323
735664397,nzherald.co.nz,40,-1.96629213483146
735664397,reuters.com,100,-2.01149425287357
735664397,reuters.com,40,-1.02827763496144
735664397,reuters.com,40,-1.28865979381444
735664397,sfgate.com,100,0
735664397,sfgate.com,30,-0.22935779816514
735664397,sfgate.com,40,-2.01567749160134
735664397,sfgate.com,60,-0.92807424593967
735664415,alufuqnews.com,80,1.37404580152672
735664415,business-standard.com,40,-1.89125295508274
735664415,chron.com,100,1.78117048346056
735664415,dailymail.co.uk,20,-1.3986013986014
735664415,dailymail.co.uk,20,-1.8840579710145
735664415,dailymail.co.uk,60,-5.37190082644628
735664415,focus-news.net,100,-2.91033036182486
735664415,focus-news.net,80,-2.76188106494153
735664415,focus-news.net,80,-2.937576499388
735664415,indiatimes.com,60,-5.41666666666667
735664415,msn.com,20,-0.8130081300813
735664415,msn.com,40,-0.47846889952153
735664415,msn.com,40,-1.54015401540154
735664415,msn.com,60,-2.06611570247934
735664415,msn.com,60,-2.07325501036627
735664415,nbcnews.com,10,2.05540661304736
735664415,nbcnews.com,40,-1.88976377952756
735664415,nbcnews.com,80,-4.23728813559323
735664415,nzherald.co.nz,40,-1.96629213483146
735664415,reuters.com,100,-2.01149425287357
735664415,reuters.com,40,-1.02827763496144
735664415,reuters.com,40,-1.28865979381444
735664415,sfgate.com,100,0
735664415,sfgate.com,40,-2.01567749160134
735664415,sfgate.com,60,-0.92807424593967
735664415,yahoo.com,60,-4.57516339869281
735664444,chron.com,40,-2.95748613678373
735664444,chron.com,70,-4.55729166666667
735664444,dailymail.co.uk,100,-4.07124681933842
735664444,dailymail.co.uk,40,-5.71428571428571
735664444,msn.com,70,-4.11428571428572
735664444,nzherald.co.nz,100,-3.82716049382716
735664444,sfgate.com,40,-5.56199304750869
735664534,chron.com,100,-4.55729166666667
735664534,chron.com,100,-5.17799352750809
735664534,dailymail.co.uk,100,-5.24642289348172
735664534,msn.com,100,-4.11428571428572
735664534,sfgate.com,100,-5.17799352750809
735664536,chron.com,20,-3.45454545454546
735664536,chron.com,20,-3.74531835205992
735664536,nzherald.co.nz,40,-2.91595197255575
735664536,nzherald.co.nz,60,-2.91595197255575
735664536,sfgate.com,20,-3.32278481012658
735664536,sfgate.com,20,-3.74531835205992
735664536,sfgate.com,20,-3.96039603960396
735664651,business-standard.com,40,-3.54477611940298
735664651,business-standard.com,40,-4.04761904761905
735664651,chron.com,40,-3.45454545454546
735664651,chron.com,40,-3.74531835205992
735664651,dailymail.co.uk,40,-3.85321100917431
735664651,nzherald.co.nz,40,-2.91595197255575
735664651,sfgate.com,40,-3.74531835205992
735664745,chron.com,20,-3.45454545454546
735664745,chron.com,20,-3.74531835205992
735664745,nzherald.co.nz,20,-2.91595197255575
735664745,sfgate.com,20,-3.74531835205992
735666485,business-standard.com,100,-11.2359550561798
735666485,business-standard.com,100,-17.910447761194
735666485,business-standard.com,50,-12.4352331606218
735666485,dailymail.co.uk,100,-4.34782608695652
735666485,iheart.com,100,-7.86516853932584
735666485,indiatimes.com,100,-8.63309352517985
735666485,indiatimes.com,100,-9.24855491329479
735666485,indiatimes.com,50,-8.69565217391304
735666485,msn.com,100,-2.29885057471265
735666485,nzherald.co.nz,100,-4.48548812664908
735666485,sfgate.com,100,-12.6436781609195
735666485,thenews.com.pk,100,-13.6363636363637
735666485,tribunnews.com,100,-10.6435643564357
735666485,tribunnews.com,100,-4.16666666666666
735666485,tribunnews.com,100,-4.91803278688525
735666485,tribunnews.com,100,-6.18181818181818
735666485,tribunnews.com,100,-6.48648648648649
735666485,tribunnews.com,100,-6.57492354740062
735666485,tribunnews.com,100,-6.58105939004816
735666485,tribunnews.com,100,-7.23781388478582
735666485,tribunnews.com,100,-7.93991416309013
735666485,tribunnews.com,100,-9.42028985507248
735666485,tribunnews.com,100,-9.51156812339332
735666485,tribunnews.com,100,-9.70873786407767
735666485,tribunnews.com,100,-9.92366412213745
735678404,chron.com,40,-1.12866817155757
735678404,dailymail.co.uk,40,-1.31868131868132
735678404,dailymail.co.uk,40,-1.71990171990172
735678404,nbcnews.com,40,-1.28755364806867
735678404,nzherald.co.nz,40,-0.40816326530612
735678404,nzherald.co.nz,40,-1.64609053497942
735678404,sfgate.com,40,-1.12866817155757
735678404,yahoo.com,40,-0.86655112651646
735678404,yahoo.com,40,-1.31578947368421
735690701,chron.com,80,-4.78927203065134
735690701,dailymail.co.uk,30,-4.55259026687598
735690701,dailymail.co.uk,80,-4.68164794007491
735690701,nzherald.co.nz,80,-3.86643233743409
735690701,sfgate.com,20,-3.33333333333333
735690701,sfgate.com,80,-4.78927203065134
735690701,yahoo.com,80,-4.68164794007491
735691658,chron.com,60,-2.57731958762886
735691658,nzherald.co.nz,60,-1.66666666666667
735691658,sfgate.com,60,-2.57731958762886
735703784,chron.com,20,-4.78927203065134
735703784,dailymail.co.uk,20,-4.68164794007491
735703784,sfgate.com,20,-4.78927203065134
735703784,yahoo.com,20,-4.68164794007491
735703987,chron.com,60,-4.78927203065134
735703987,dailymail.co.uk,60,-4.68164794007491
735703987,nzherald.co.nz,100,-3.86643233743409
735703987,sfgate.com,60,-4.78927203065134
735703987,yahoo.com,60,-4.68164794007491
735704050,chron.com,80,-4.78927203065134
735704050,dailymail.co.uk,60,-4.55259026687598
735704050,dailymail.co.uk,80,-4.68164794007491
735704050,nzherald.co.nz,80,-3.86643233743409
735704050,sfgate.com,80,-4.78927203065134
735704050,yahoo.com,80,-4.68164794007491
735709303,nbcnews.com,100,-5.14285714285715
735709303,tribunnews.com,100,-8.69565217391309
